0,1,2,3,4,5
0.45,0.4,0.4,0.15,0.3,0.35000000000000003
0.15,0.3,0.25,0.4,0.3,0.15
1.0,1.0,1.0,1.0,1.0,1.0
0.35000000000000003,0.35000000000000003,0.4,0.4,0.3,0.3
1.0,1.0,1.0,1.0,1.0,1.0
0.35000000000000003,0.4,0.35000000000000003,0.3,0.3,0.25
1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.3,0.3,0.3,0.3,0.3,0.3
0.3,0.35000000000000003,0.3,0.4,0.45,0.4
0.5,0.5,0.5,0.25,0.25,0.5
0.3,0.2,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.2
0.3,0.4,0.15,0.35000000000000003,0.15,0.3
0.2,0.15,0.35000000000000003,0.4,0.2,0.25
1.0,1.0,1.0,1.0,1.0,1.0
0.45,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3,0.3
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
0.35000000000000003,0.3,0.4,0.25,0.35000000000000003,0.35000000000000003
0.2,0.45,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
0.35000000000000003,0.3,0.3,0.3,0.35000000000000003,0.3
0.3,0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.4
0.25,0.35000000000000003,0.4,0.35000000000000003,0.25,0.3
1.0,1.0,1.0,1.0,1.0,1.0
0.2,0.4,0.2,0.35000000000000003,0.45,0.35000000000000003
0.35000000000000003,0.3,0.35000000000000003,0.3,0.35000000000000003,0.35000000000000003
0.5,0.3,0.3,0.4,0.3,0.4
0.35000000000000003,0.35000000000000003,0.3,0.3,0.4,0.25
0.5,0.35000000000000003,0.3,0.5,0.4,0.4
0.2,0.4,0.25,0.45,0.2,0.2
0.3,0.3,0.4,0.35000000000000003,0.3,0.35000000000000003
0.35000000000000003,0.35000000000000003,0.3,0.25,0.35000000000000003,0.35000000000000003
0.2,0.2,0.4,0.2,0.3,0.3
1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0
0.3,0.3,0.45,0.35000000000000003,0.35000000000000003,0.25
0.25,0.1,0.35000000000000003,0.1,0.25,0.1
0.35000000000000003,0.45,0.35000000000000003,0.35000000000000003,0.45,0.45
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.4,0.1
0.35000000000000003,0.45,0.35000000000000003,0.4,0.2,0.3
0.2,0.3,0.35000000000000003,0.45,0.3,0.4
0.35000000000000003,0.3,0.4,0.35000000000000003,0.3,0.35000000000000003
0.35000000000000003,0.3,0.35000000000000003,0.35000000000000003,0.3,0.35000000000000003
0.2,0.3,0.3,0.3,0.45,0.2
0.45,0.15,0.35000000000000003,0.35000000000000003,0.2,0.4
0.2,0.3,0.3,0.35000000000000003,0.25,0.35000000000000003
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3,0.35000000000000003
0.3,0.35000000000000003,0.25,0.3,0.3,0.3
0.35000000000000003,0.25,0.35000000000000003,0.35000000000000003,0.3,0.3
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3
0.4,0.4,0.35000000000000003,0.3,0.4,0.3
0.3,0.35000000000000003,0.35000000000000003,0.3,0.3,0.3
0.35000000000000003,0.2,0.35000000000000003,0.45,0.35000000000000003,0.45
0.35000000000000003,0.3,0.35000000000000003,0.3,0.35000000000000003,0.4
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
0.4,0.35000000000000003,0.4,0.35000000000000003,0.3,0.35000000000000003
0.35000000000000003,0.3,0.3,0.35000000000000003,0.3,0.35000000000000003
0.35000000000000003,0.4,0.3,0.35000000000000003,0.35000000000000003,0.4
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3
0.35000000000000003,0.4,0.3,0.35000000000000003,0.3,0.35000000000000003
0.35000000000000003,0.3,0.4,0.35000000000000003,0.3,0.35000000000000003
0.5,0.3,0.15,0.4,0.5,0.25
0.4,0.45,0.35000000000000003,0.45,0.4,0.4
0.25,0.25,0.3,0.15,0.45,0.35000000000000003
0.35000000000000003,0.4,0.45,0.4,0.3,0.4
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.4,0.4
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3,0.4
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3,0.3,0.4
0.4,0.4,0.4,0.4,0.4,0.4
0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
0.35000000000000003,0.4,0.35000000000000003,0.3,0.35000000000000003,0.3
0.4,0.4,0.4,0.35000000000000003,0.35000000000000003,0.35000000000000003
0.2,0.3,0.15,0.4,0.35000000000000003,0.4
0.4,0.2,0.25,0.35000000000000003,0.25,0.2
0.3,0.4,0.35000000000000003,0.35000000000000003,0.15,0.4
1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5,0.5,0.5,0.5,0.5
0.35000000000000003,0.3,0.45,0.25,0.2,0.2
1.0,1.0,1.0,1.0,1.0,1.0
0.4,0.45,0.35000000000000003,0.25,0.45,0.3
0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3,0.3
0.35000000000000003,0.4,0.3,0.3,0.4,0.35000000000000003
0.3,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.3
0.3,0.35000000000000003,0.3,0.35000000000000003,0.35000000000000003,0.25
0.3,0.3,0.3,0.35000000000000003,0.3,0.35000000000000003
0.4,0.4,0.25,0.3,0.3,0.3
0.35000000000000003,0.4,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
0.4,0.35000000000000003,0.4,0.25,0.4,0.4
0.4,0.3,0.3,0.35000000000000003,0.25,0.35000000000000003
0.3,0.25,0.25,0.2,0.35000000000000003,0.45
0.2,0.4,0.35000000000000003,0.25,0.35000000000000003,0.4
0.3,0.35000000000000003,0.4,0.35000000000000003,0.45,0.4
0.35000000000000003,0.3,0.35000000000000003,0.25,0.25,0.35000000000000003
0.5,0.3,0.35000000000000003,0.5,0.4,0.4
0.4,0.3,0.35000000000000003,0.35000000000000003,0.3,0.35000000000000003
0.35000000000000003,0.4,0.25,0.35000000000000003,0.45,0.35000000000000003
0.25,0.4,0.4,0.4,0.35000000000000003,0.4
0.35000000000000003,0.35000000000000003,0.3,0.3,0.35000000000000003,0.35000000000000003
